2019-12-13 17:08:42
Running ./b_bigrepair_mzz
Run on (8 X 4000 MHz CPU s)
CPU Caches:
  L1 Data 32K (x4)
  L1 Instruction 32K (x4)
  L2 Unified 256K (x4)
  L3 Unified 8192K (x1)
Load Average: 0.29, 0.66, 0.61
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"C","DataLen","G","g"
"run_collection_bigrepair",1,2.06802e+08,160.884,us,,,,,,435272,0,870543,217635
"run_collection_bigrepair",1,3.89092e+08,110.043,us,,,,,,647811,0,1.29562e+06,323905
"run_collection_bigrepair",1,9.57829e+08,136.164,us,,,,,,1.27418e+06,0,2.54836e+06,637090
"run_collection_bigrepair",1,1.92658e+09,185.884,us,,,,,,2.40448e+06,0,4.80897e+06,1.20224e+06
"run_collection_bigrepair",1,3.93255e+09,113.297,us,,,,,,4.49536e+06,0,8.99072e+06,2.24768e+06
"run_collection_bigrepair",1,4.39285e+08,118.293,us,,,,,,2.5301e+06,0,5.0602e+06,1.26505e+06
"run_collection_bigrepair",1,1.18865e+09,344.889,us,,,,,,7.52179e+06,0,1.50436e+07,3.7609e+06
"run_collection_bigrepair",1,2.30436e+09,190.559,us,,,,,,0,0,1.84467e+19,9.22337e+18
"run_collection_bigrepair",1,5.59875e+09,293.202,us,,,,,,0,0,1.84467e+19,9.22337e+18
